,file_name,game_age,game_cat,game_fans,game_players,game_time,game_weight
941,html_files_games\_boardgame_131287_panamax.html,Age: 12+,Rank: Overall 509 Strategy 290,191,2–4 Players,100 Min,3.78 / 5
942,html_files_games\_boardgame_1312_nur-peanuts.html,Age: 8+,,1,2–6 Players,45 Min,1.68 / 5
943,html_files_games\_boardgame_131321_valkyrie-incident.html,Age: ––,,15,2 Players,30 Min,1.90 / 5
944,html_files_games\_boardgame_131325_timeline-diversity.html,Age: 8+,"Rank: Overall 1,029 Party 54 Family 250",35,2–8 Players,15 Min,1.07 / 5
945,html_files_games\_boardgame_131332_berserk-war-realms.html,Age: 13+,"Rank: Overall 4,660 Customizable 91 Strategy 1,482",75,2–4 Players,40–60 Min,2.75 / 5
946,html_files_games\_boardgame_131357_coup.html,Age: 13+,Rank: Overall 430 Party 38,958,2–6 Players,15 Min,1.42 / 5
947,html_files_games\_boardgame_131366_eight-minute-empire.html,Age: 13+,"Rank: Overall 1,047 Strategy 659 Family 290",190,2–5 Players,8–20 Min,1.62 / 5
948,html_files_games\_boardgame_131387_mod-x.html,Age: 15+,,7,2–4 Players,25 Min,1.67 / 5
949,html_files_games\_boardgame_131393_blocks-west.html,Age: 14+,"Rank: Overall 5,839 War 763",34,1–4 Players,120 Min,3.85 / 5
950,html_files_games\_boardgame_1313_1826-railroading-france-and-belgium-1826.html,Age: 14+,"Rank: Overall 4,412 Strategy 1,412",4,2–6 Players,210 Min,3.92 / 5
951,html_files_games\_boardgame_131416_col-combat-oriented-armored-league.html,Age: 8+,,12,2–4 Players,10 Min,2.43 / 5
952,html_files_games\_boardgame_131449_captains-industry.html,Age: 13+,"Rank: Overall 2,429 Strategy 1,040",30,3–5 Players,90–150 Min,3.78 / 5
953,html_files_games\_boardgame_131457_septikon-uranium-wars.html,Age: 10+,,35,2 Players,45 Min,2.38 / 5
954,html_files_games\_boardgame_131493_secret-code-134.html,Age: 8+,"Rank: Overall 5,724",6,2–4 Players,15 Min,1.33 / 5
955,html_files_games\_boardgame_131568_codinca.html,Age: 8+,"Rank: Overall 4,056 Abstract 289",23,2–4 Players,30 Min,1.38 / 5
956,html_files_games\_boardgame_131581_soccero-second-edition.html,Age: 11+,"Rank: Overall 4,465 Thematic 645 Family 1,100",34,2 Players,45 Min,1.73 / 5
957,html_files_games\_boardgame_1315_africa.html,Age: 10+,"Rank: Overall 3,757 Family 1,005",14,2–5 Players,60 Min,1.75 / 5
958,html_files_games\_boardgame_131616_nautilus.html,Age: 10+,,8,2 Players,25 Min,1.69 / 5
959,html_files_games\_boardgame_131646_merchant-venus-second-edition.html,Age: 14+,Rank: Overall 642 Thematic 143 Strategy 374,222,1–4 Players,120–240 Min,3.08 / 5
960,html_files_games\_boardgame_131682_city-gears.html,Age: 8+,"Rank: Overall 3,183",74,2–4 Players,45–60 Min,2.59 / 5
961,html_files_games\_boardgame_13172_kung-fu-fighting.html,Age: 10+,"Rank: Overall 3,777 Thematic 647",51,2–6 Players,30 Min,1.29 / 5
962,html_files_games\_boardgame_131788_game-over.html,Age: 5+,,3,2–4 Players,15 Min,1.25 / 5
963,html_files_games\_boardgame_1317_auf-falscher-fahrte.html,Age: 10+,,1,3–4 Players,30 Min,1.43 / 5
964,html_files_games\_boardgame_13182_korsun-pocket.html,Age: 12+,,12,2–6 Players,360–6000 Min,4.50 / 5
965,html_files_games\_boardgame_131835_boss-monster-dungeon-building-card-game.html,Age: 13+,"Rank: Overall 1,710 Family 626",636,2–4 Players,20 Min,1.81 / 5
966,html_files_games\_boardgame_131891_lost-legends.html,Age: 10+,"Rank: Overall 2,206 Thematic 411 Strategy 1,033",82,3–5 Players,70 Min,2.46 / 5
967,html_files_games\_boardgame_131904_heart-crown.html,Age: 12+,"Rank: Overall 1,898 Strategy 892",82,2–4 Players,30–60 Min,2.44 / 5
968,html_files_games\_boardgame_131933_kerflip.html,Age: 8+,,9,2–4 Players,15 Min,1.25 / 5
969,html_files_games\_boardgame_1319_magic-hill.html,Age: 8+,,5,2–5 Players,30 Min,1.58 / 5
970,html_files_games\_boardgame_132018_churchill.html,Age: 14+,Rank: Overall 518 War 38 Strategy 277,201,1–3 Players,60–300 Min,3.25 / 5
971,html_files_games\_boardgame_132019_blood-roses.html,Age: ––,"Rank: Overall 3,373 War 327",34,2 Players,120 Min,2.80 / 5
972,html_files_games\_boardgame_132028_conflict-heroes-awakening-bear-second-edition.html,Age: 13+,Rank: Overall 521 War 20,245,1–4 Players,120 Min,3.30 / 5
973,html_files_games\_boardgame_13212_deluxe-gev.html,Age: 10+,,7,2 Players,30 Min,2.50 / 5
974,html_files_games\_boardgame_132148_napoleon-against-europe.html,Age: ––,"Rank: Overall 3,444 War 304",45,2 Players,120–900 Min,3.67 / 5
975,html_files_games\_boardgame_13218_austerlitz-1805-partie-sud.html,Age: 12+,,1,2 Players,60 Min,3.17 / 5
976,html_files_games\_boardgame_1321_catch-match.html,Age: 5+,,3,2–8 Players,15 Min,1.00 / 5
977,html_files_games\_boardgame_132229_rogues-riches.html,Age: 12+,,26,3–5 Players,60–120 Min,1.67 / 5
978,html_files_games\_boardgame_13223_best-chronology.html,Age: 8+,"Rank: Overall 5,999",2,2–8 Players,30 Min,1.09 / 5
979,html_files_games\_boardgame_13224_conquerors-alexander-great.html,Age: 12+,,13,1–2 Players,240 Min,2.83 / 5
980,html_files_games\_boardgame_132251_ghooost.html,Age: 8+,,38,2–6 Players,20 Min,1.42 / 5
981,html_files_games\_boardgame_13230_gobblet-gobblers.html,Age: 5+,"Rank: Overall 4,398 Children's 137",6,2 Players,5 Min,1.36 / 5
982,html_files_games\_boardgame_132326_venetia.html,Age: 12+,"Rank: Overall 3,226 Strategy 1,233",33,2–4 Players,75–90 Min,3.22 / 5
983,html_files_games\_boardgame_132372_guildhall.html,Age: 10+,Rank: Overall 794 Strategy 463 Family 185,100,2–4 Players,30–45 Min,2.07 / 5
984,html_files_games\_boardgame_1323_cry-havoc.html,Age: 12+,"Rank: Overall 2,597 War 476",51,2 Players,120–240 Min,2.28 / 5
985,html_files_games\_boardgame_132407_stone-relic.html,Age: ––,,14,2–4 Players,30 Min,2.00 / 5
986,html_files_games\_boardgame_132416_imperios-milenarios.html,Age: 12+,"Rank: Overall 5,968 Strategy 1,615",29,4–7 Players,150 Min,3.43 / 5
987,html_files_games\_boardgame_132428_bioshock-infinite-siege-columbia.html,Age: 13+,"Rank: Overall 1,998 Thematic 372",147,2–4 Players,60 Min,2.90 / 5
988,html_files_games\_boardgame_132456_18ruhr.html,Age: ––,,3,3–6 Players,300 Min,4.00 / 5
989,html_files_games\_boardgame_132497_lift-it.html,Age: 8+,"Rank: Overall 3,360 Party 205 Family 869",13,1–8 Players,30 Min,1.32 / 5
990,html_files_games\_boardgame_1324_cafe-international-das-kartenspiel.html,Age: 10+,,8,2–5 Players,45 Min,1.32 / 5
991,html_files_games\_boardgame_132531_roll-galaxy.html,Age: 13+,Rank: Overall 65 Strategy 57,928,2–5 Players,45 Min,2.76 / 5
992,html_files_games\_boardgame_132544_tesla-vs-edison-war-currents.html,Age: 14+,"Rank: Overall 1,806 Strategy 876",143,2–5 Players,90 Min,3.24 / 5
993,html_files_games\_boardgame_13254_second-world-war-sea-midway.html,Age: 12+,"Rank: Overall 5,826 War 848",21,2 Players,240 Min,3.17 / 5
994,html_files_games\_boardgame_132601_bellum-gallicum-ii.html,Age: ––,,11,2 Players,Time: ––,2.85 / 5
995,html_files_games\_boardgame_132620_gobbit.html,Age: 6+,"Rank: Overall 4,132 Party 239",10,2–8 Players,10–20 Min,1.35 / 5
996,html_files_games\_boardgame_13266_three-days-gettysburg-third-edition.html,Age: 12+,"Rank: Overall 4,036 War 461",27,1–6 Players,180–4500 Min,4.24 / 5
997,html_files_games\_boardgame_132758_fools-gold.html,Age: 14+,"Rank: Overall 2,935",18,3–5 Players,60–90 Min,2.18 / 5
998,html_files_games\_boardgame_132799_student-bodies.html,Age: 14+,"Rank: Overall 6,231",34,2–5 Players,90 Min,2.62 / 5
999,html_files_games\_boardgame_132817_xanadu.html,Age: 13+,"Rank: Overall 3,654 Strategy 1,324",41,2–6 Players,40–70 Min,2.22 / 5
1000,html_files_games\_boardgame_13286_gloria-mundi.html,Age: 10+,"Rank: Overall 3,558 Strategy 1,329",17,2–6 Players,60 Min,2.62 / 5
1001,html_files_games\_boardgame_13293_vs-system.html,Age: 10+,"Rank: Overall 2,367 Customizable 65",73,2 Players,15 Min,2.61 / 5
1002,html_files_games\_boardgame_1329_hyle.html,Age: 10+,"Rank: Overall 5,097 Abstract 190",11,2 Players,45 Min,2.86 / 5
1003,html_files_games\_boardgame_132_caesar-cleopatra.html,Age: 10+,"Rank: Overall 1,571 Strategy 854",24,2 Players,60 Min,1.91 / 5
1004,html_files_games\_boardgame_13301_caribbean.html,Age: 8+,"Rank: Overall 2,797 Family 787",9,2–4 Players,30 Min,1.75 / 5
1005,html_files_games\_boardgame_133038_pathfinder-adventure-card-game-rise-runelords-base.html,Age: 13+,Rank: Overall 327 Thematic 98,"1,693",1–4 Players,90 Min,2.71 / 5
1006,html_files_games\_boardgame_13308_niagara.html,Age: 8+,"Rank: Overall 1,197 Family 342",78,3–5 Players,30–45 Min,1.83 / 5
1007,html_files_games\_boardgame_13314_panzer-grenadier-beyond-normandy.html,Age: 12+,"Rank: Overall 6,008 War 942",9,2 Players,180 Min,2.78 / 5
1008,html_files_games\_boardgame_133285_tin-goose.html,Age: 14+,"Rank: Overall 2,702 Strategy 1,105",32,3–5 Players,90–150 Min,3.00 / 5
1009,html_files_games\_boardgame_13337_whist.html,Age: 12+,"Rank: Overall 4,249 Abstract 222 Family 1,034",9,2–4 Players,60 Min,2.03 / 5
1010,html_files_games\_boardgame_133405_island-siege.html,Age: 13+,"Rank: Overall 3,844",32,2–4 Players,45 Min,1.92 / 5
1011,html_files_games\_boardgame_13341_empyrean-inc.html,Age: 9+,,3,2–4 Players,30 Min,2.00 / 5
1012,html_files_games\_boardgame_133437_dead-panic.html,Age: 13+,"Rank: Overall 4,078 Family 1,071",74,2–6 Players,90 Min,2.27 / 5
1013,html_files_games\_boardgame_133473_sushi-go.html,Age: 8+,Rank: Overall 377 Family 81,625,2–5 Players,15 Min,1.16 / 5
1014,html_files_games\_boardgame_13347_plunder.html,Age: 8+,"Rank: Overall 4,337 Thematic 655",13,2–4 Players,45 Min,2.19 / 5
1015,html_files_games\_boardgame_1334_entdecker-exploring-new-horizons.html,Age: 10+,"Rank: Overall 1,777 Strategy 884 Family 475",21,2–4 Players,90 Min,2.45 / 5
1016,html_files_games\_boardgame_133518_blue-cross-white-ensign.html,Age: ––,"Rank: Overall 6,111 War 891",19,1–4 Players,240–360 Min,3.40 / 5
1017,html_files_games\_boardgame_133528_city-remnants.html,Age: 13+,"Rank: Overall 1,761 Thematic 334",131,2–4 Players,90 Min,3.13 / 5
1018,html_files_games\_boardgame_133534_sigismundus-augustus-dei-gratia-rex-poloniae.html,Age: 12+,"Rank: Overall 4,219 Strategy 1,400",22,3–5 Players,120 Min,3.79 / 5
1019,html_files_games\_boardgame_13354_car-wars-compendium.html,Age: 10+,"Rank: Overall 3,179",15,2–8 Players,45 Min,3.28 / 5
1020,html_files_games\_boardgame_13359_leapfrog.html,Age: 7+,,0,1–6 Players,20 Min,1.50 / 5
1021,html_files_games\_boardgame_1335_gnadenlos.html,Age: 10+,,2,3–4 Players,45 Min,1.95 / 5
1022,html_files_games\_boardgame_13362_warhammer-40000-fourth-edition.html,Age: 10+,"Rank: Overall 2,672 War 898 Customizable 96",25,2–6 Players,60 Min,3.50 / 5
1023,html_files_games\_boardgame_133632_mythotopia.html,Age: 13+,"Rank: Overall 1,372 Strategy 702",85,2–4 Players,60–120 Min,3.10 / 5
1024,html_files_games\_boardgame_133671_fools-fortune.html,Age: 13+,,21,2–3 Players,45 Min,2.50 / 5
1025,html_files_games\_boardgame_133689_fall-blau-army-group-south-june-december-1942.html,Age: ––,"Rank: Overall 6,438 War 931",17,1–6 Players,30–420 Min,3.33 / 5
1026,html_files_games\_boardgame_133747_bauhaus.html,Age: 14+,"Rank: Overall 4,742 Abstract 243",20,2–4 Players,30 Min,2.00 / 5
1027,html_files_games\_boardgame_1337_traboulet.html,Age: 8+,,10,2 Players,20 Min,1.90 / 5
1028,html_files_games\_boardgame_133835_dark-empire-revolution.html,Age: 12+,"Rank: Overall 5,342 Thematic 721 Strategy 1,541",25,3–5 Players,60 Min,2.47 / 5
1029,html_files_games\_boardgame_133848_euphoria-build-better-dystopia.html,Age: 13+,Rank: Overall 341 Strategy 235,651,2–6 Players,60 Min,3.11 / 5
1030,html_files_games\_boardgame_1338_volldampf.html,Age: 12+,"Rank: Overall 2,466 Strategy 1,054",6,2–6 Players,90 Min,2.89 / 5
1031,html_files_games\_boardgame_133940_circle-fire-siege-cholm-1942.html,Age: 14+,,8,1–2 Players,180–240 Min,2.50 / 5
1032,html_files_games\_boardgame_133956_axis-allies-wwi-1914.html,Age: 12+,"Rank: Overall 2,249 War 287 Strategy 1,064",136,2–8 Players,60–180 Min,2.66 / 5
1033,html_files_games\_boardgame_1339_dungeon.html,Age: 8+,"Rank: Overall 3,678 Thematic 719 Family 1,128",247,1–8 Players,30 Min,1.57 / 5
1034,html_files_games\_boardgame_133_frischfleisch.html,Age: 18+,,2,2–6 Players,120 Min,2.55 / 5
1035,html_files_games\_boardgame_134009_hobbit-unexpected-journey-strategy-battle-game.html,Age: 12+,,16,2 Players,30 Min,3.25 / 5
1036,html_files_games\_boardgame_13403_three-battles-manassas.html,Age: 14+,"Rank: Overall 4,057 War 379",16,2 Players,180 Min,3.43 / 5
1037,html_files_games\_boardgame_134150_mini-curling-game.html,Age: 7+,"Rank: Overall 3,828",9,2–8 Players,20–30 Min,1.15 / 5
1038,html_files_games\_boardgame_134157_guilds-london.html,Age: 10+,"Rank: Overall 1,235 Strategy 655",123,1–4 Players,45–90 Min,3.06 / 5
1039,html_files_games\_boardgame_134253_hostage-negotiator.html,Age: 13+,Rank: Overall 844 Thematic 196,275,1 Players,20 Min,1.97 / 5
1040,html_files_games\_boardgame_134283_1914-serbien-muss-sterbien.html,Age: 14+,,19,2 Players,360 Min,3.92 / 5
1041,html_files_games\_boardgame_134352_two-rooms-and-boom.html,Age: 8+,Rank: Overall 771 Party 41,410,6–30 Players,15 Min,1.44 / 5
1042,html_files_games\_boardgame_134453_little-prince-make-me-planet.html,Age: 8+,Rank: Overall 937 Family 217,59,2–5 Players,25 Min,1.60 / 5
1043,html_files_games\_boardgame_134520_phantom-leader-deluxe.html,Age: 12+,"Rank: Overall 2,168 War 144",92,1 Players,30 Min,2.70 / 5
1044,html_files_games\_boardgame_134524_lion-rampant.html,Age: ––,"Rank: Overall 4,888 War 659",43,2 Players,60 Min,2.43 / 5
1045,html_files_games\_boardgame_134559_tower.html,Age: 12+,,51,1–4 Players,60 Min,2.00 / 5
1046,html_files_games\_boardgame_13455_call-arms-babylon-5-space-combat.html,Age: 12+,"Rank: Overall 5,969 War 1,136",10,2–8 Players,120 Min,2.68 / 5
1047,html_files_games\_boardgame_13456_vampire-prince-city.html,Age: 12+,"Rank: Overall 3,786 Thematic 598 Strategy 1,407",36,2–5 Players,180 Min,3.12 / 5
1048,html_files_games\_boardgame_1345_genoa.html,Age: 12+,Rank: Overall 564 Strategy 354,109,2–5 Players,60–120 Min,3.09 / 5
1049,html_files_games\_boardgame_134626_golden-horn-von-venedig-nach-konstantinopel.html,Age: 8+,"Rank: Overall 5,386",9,2–4 Players,45 Min,1.75 / 5
1050,html_files_games\_boardgame_134637_channel.html,Age: 12+,"Rank: Overall 5,690",28,3–6 Players,30 Min,1.43 / 5
1051,html_files_games\_boardgame_134711_guilds-cadwallon.html,Age: 10+,"Rank: Overall 2,969 Abstract 200 Strategy 1,216",50,2–4 Players,30 Min,1.82 / 5
1052,html_files_games\_boardgame_134726_smash-awesome-level-9000.html,Age: 12+,Rank: Overall 412 Strategy 291 Family 82,175,2 Players,45 Min,2.13 / 5
1053,html_files_games\_boardgame_134769_segundosfuera.html,Age: 10+,,5,2 Players,60 Min,2.00 / 5
1054,html_files_games\_boardgame_13493_bell-bottomed-badassses-mean-streets-funk.html,Age: 13+,,6,2–6 Players,20 Min,1.50 / 5
1055,html_files_games\_boardgame_134964_moonbase-alpha.html,Age: 12+,,13,2 Players,90 Min,2.33 / 5
1056,html_files_games\_boardgame_134_cape-horn.html,Age: 12+,"Rank: Overall 5,110 Family 1,178",4,3–5 Players,45 Min,2.02 / 5
1057,html_files_games\_boardgame_135019_formula-e.html,Age: 8+,,28,3–6 Players,60 Min,1.50 / 5
1058,html_files_games\_boardgame_13503_dicke-damonen.html,Age: 10+,,10,1–4 Players,20 Min,2.08 / 5
1059,html_files_games\_boardgame_13507_wink.html,Age: 8+,"Rank: Overall 3,338 Party 164",12,3–8 Players,20 Min,1.14 / 5
1060,html_files_games\_boardgame_1350_das-amulett.html,Age: 12+,"Rank: Overall 3,014 Strategy 1,194",6,3–6 Players,60 Min,2.60 / 5
1061,html_files_games\_boardgame_135116_rent-hero.html,Age: 8+,"Rank: Overall 2,373 Family 667",25,3–5 Players,20–30 Min,1.46 / 5
1062,html_files_games\_boardgame_13511_ninja-versus-ninja.html,Age: 10+,"Rank: Overall 3,966 Family 1,032",28,2 Players,15 Min,1.29 / 5
1063,html_files_games\_boardgame_13512_imagem-acao-2.html,Age: 8+,"Rank: Overall 6,288",0,4–16 Players,60 Min,1.42 / 5
1064,html_files_games\_boardgame_13520_la-bataille-dalbuera-espagnol.html,Age: 12+,"Rank: Overall 5,686 War 819",9,1–2 Players,900–1800 Min,3.73 / 5
1065,html_files_games\_boardgame_135215_lords-war-orcs-versus-dwarves.html,Age: 12+,"Rank: Overall 4,118 Customizable 101 Strategy 1,437",55,2–8 Players,30 Min,1.90 / 5
1066,html_files_games\_boardgame_135219_battle-five-armies.html,Age: 13+,Rank: Overall 423 War 39 Thematic 62,316,2 Players,90–240 Min,3.54 / 5
1067,html_files_games\_boardgame_135243_triassic-terror.html,Age: 14+,"Rank: Overall 1,988 Strategy 918",73,2–6 Players,90–120 Min,2.82 / 5
1068,html_files_games\_boardgame_135262_electronic-catch-phrase.html,Age: 8+,"Rank: Overall 2,918 Party 169",17,4–99 Players,20 Min,1.08 / 5
1069,html_files_games\_boardgame_135270_shibumi.html,Age: 6+,,11,1–8 Players,15 Min,2.83 / 5
1070,html_files_games\_boardgame_135281_serenissima-second-edition.html,Age: 13+,"Rank: Overall 1,927 Strategy 886",44,2–4 Players,90 Min,2.93 / 5
1071,html_files_games\_boardgame_1352_bali.html,Age: 12+,,0,3–4 Players,60 Min,2.77 / 5
1072,html_files_games\_boardgame_13530_sole-mio.html,Age: 10+,"Rank: Overall 3,492 Family 918",2,2–5 Players,40 Min,1.46 / 5
1073,html_files_games\_boardgame_13532_guderians-blitzkrieg-ii.html,Age: 12+,"Rank: Overall 2,618 War 133",64,2 Players,4500 Min,4.38 / 5
1074,html_files_games\_boardgame_135382_shadowrun-crossfire.html,Age: 13+,Rank: Overall 680 Thematic 159,464,1–4 Players,30–60 Min,2.82 / 5
1075,html_files_games\_boardgame_1353_times.html,Age: 12+,Rank: Overall 432 Party 19,73,4–18 Players,90 Min,1.22 / 5
1076,html_files_games\_boardgame_13542_de-ontembare-stad.html,Age: 10+,"Rank: Overall 6,492 Strategy 1,662 Family 1,316",2,2–5 Players,75 Min,2.64 / 5
1077,html_files_games\_boardgame_135508_mushroom-eaters.html,Age: 18+,"Rank: Overall 4,735",57,2–5 Players,90 Min,2.50 / 5
1078,html_files_games\_boardgame_13551_oltre-mare.html,Age: 12+,"Rank: Overall 1,345 Strategy 729",22,2–5 Players,60 Min,2.51 / 5
1079,html_files_games\_boardgame_135530_gettysburg-150.html,Age: 10+,"Rank: Overall 5,912 War 827",19,1–2 Players,120 Min,2.18 / 5
1080,html_files_games\_boardgame_13553_warzone-universe-under-siege.html,Age: 12+,,9,2–8 Players,90–240 Min,3.60 / 5
1081,html_files_games\_boardgame_135577_invasion-russia-1812.html,Age: ––,,12,2 Players,960 Min,2.71 / 5
1082,html_files_games\_boardgame_135649_tales-games-three-little-pigs.html,Age: 7+,"Rank: Overall 2,018 Children's 40 Family 560",52,2–5 Players,20 Min,1.17 / 5
1083,html_files_games\_boardgame_135654_new-dawn.html,Age: 12+,"Rank: Overall 2,335 Strategy 1,027",85,2–4 Players,90–120 Min,3.03 / 5
1084,html_files_games\_boardgame_1356_hexen-rennen.html,Age: 7+,,1,2–4 Players,45 Min,1.36 / 5
1085,html_files_games\_boardgame_135779_fake-artist-goes-new-york.html,Age: 8+,Rank: Overall 793 Party 35,79,5–10 Players,20 Min,1.17 / 5
1086,html_files_games\_boardgame_135796_next-war-taiwan.html,Age: 12+,"Rank: Overall 3,998 War 365",41,2 Players,120–480 Min,4.24 / 5
1087,html_files_games\_boardgame_135812_knot-dice.html,Age: 5+,,119,1–4 Players,10–20 Min,1.33 / 5
1088,html_files_games\_boardgame_135840_napoleon-leipzig-fifth-edition.html,Age: ––,"Rank: Overall 5,341 War 632",30,1–3 Players,180–840 Min,3.50 / 5
1089,html_files_games\_boardgame_135877_fish-cook.html,Age: 12+,"Rank: Overall 3,335 Thematic 540",28,2–6 Players,45 Min,1.85 / 5
1090,html_files_games\_boardgame_135888_titanium-wars.html,Age: 12+,"Rank: Overall 4,658 Strategy 1,479",43,3–4 Players,60–90 Min,2.44 / 5
1091,html_files_games\_boardgame_1358_field-command.html,Age: 10+,"Rank: Overall 4,848 War 851",14,2 Players,180 Min,2.38 / 5
1092,html_files_games\_boardgame_13597_big-two.html,Age: 10+,"Rank: Overall 4,843 Strategy 1,475 Family 1,108",9,2–4 Players,30 Min,1.78 / 5
1093,html_files_games\_boardgame_135_kontor.html,Age: 12+,"Rank: Overall 4,887 Strategy 1,536",7,2–4 Players,60 Min,2.21 / 5
1094,html_files_games\_boardgame_136000_rivet-wars-eastern-front.html,Age: 14+,"Rank: Overall 1,909 War 431 Thematic 342",195,2 Players,30 Min,2.43 / 5
1095,html_files_games\_boardgame_136056_asante.html,Age: 10+,"Rank: Overall 1,475 Strategy 766 Family 361",45,2 Players,40 Min,2.02 / 5
1096,html_files_games\_boardgame_136063_forbidden-desert.html,Age: 10+,Rank: Overall 295 Family 54,733,2–5 Players,45 Min,2.05 / 5
1097,html_files_games\_boardgame_136089_just-time.html,Age: 8+,,0,2–4 Players,40 Min,2.33 / 5
1098,html_files_games\_boardgame_136146_hells-gate.html,Age: 13+,"Rank: Overall 5,721 War 879",17,2 Players,90 Min,2.18 / 5
1099,html_files_games\_boardgame_136192_dungeon-dice.html,Age: 8+,"Rank: Overall 3,025 Family 838",724,2–5 Players,20 Min,2.09 / 5
1100,html_files_games\_boardgame_136229_war-stories-liberty-road.html,Age: 8+,,33,1–2 Players,30 Min,3.00 / 5
1101,html_files_games\_boardgame_136238_rofl.html,Age: 13+,,9,3–7 Players,30–45 Min,1.00 / 5
1102,html_files_games\_boardgame_136240_ignis.html,Age: 8+,,8,2 Players,20 Min,1.50 / 5
1103,html_files_games\_boardgame_136245_ka-boom.html,Age: 6+,"Rank: Overall 5,082",8,2–5 Players,30 Min,1.06 / 5
1104,html_files_games\_boardgame_136279_kreuzwort.html,Age: 8+,,2,1–4 Players,20 Min,1.00 / 5
1105,html_files_games\_boardgame_136280_la-boca.html,Age: 8+,"Rank: Overall 1,149 Family 256",43,3–6 Players,40 Min,1.38 / 5
1106,html_files_games\_boardgame_136284_uluru-neuer-tumult-am-ayers-rock.html,Age: 8+,"Rank: Overall 5,315",4,1–5 Players,20 Min,1.63 / 5
1107,html_files_games\_boardgame_136356_dread-curse.html,Age: 14+,"Rank: Overall 3,344 Party 199",28,3–8 Players,30 Min,1.87 / 5
1108,html_files_games\_boardgame_136416_ab-die-tonne.html,Age: 6+,"Rank: Overall 6,024 Family 1,262",8,2–5 Players,30 Min,1.13 / 5
1109,html_files_games\_boardgame_13642_louis-xiv.html,Age: 12+,Rank: Overall 589 Strategy 360,79,2–4 Players,75–100 Min,3.01 / 5
1110,html_files_games\_boardgame_136440_canterbury.html,Age: 10+,"Rank: Overall 2,296 Strategy 1,007",59,2–4 Players,90 Min,3.10 / 5
1111,html_files_games\_boardgame_13645_oconnors-offensive.html,Age: 12+,,3,2 Players,180 Min,3.10 / 5
1112,html_files_games\_boardgame_13647_warlord.html,Age: 12+,,18,2–8 Players,90 Min,2.79 / 5
1113,html_files_games\_boardgame_136558_expedition-famous-explorers.html,Age: 13+,"Rank: Overall 3,263 Family 832",43,2–6 Players,90 Min,1.96 / 5
1114,html_files_games\_boardgame_136587_ninja-dice.html,Age: 9+,"Rank: Overall 4,218 Party 298",519,2–5 Players,30 Min,1.34 / 5
1115,html_files_games\_boardgame_136594_dragons-hoard.html,Age: 8+,"Rank: Overall 2,585 Family 739",180,2–4 Players,25–45 Min,1.44 / 5
1116,html_files_games\_boardgame_136606_sergeants-miniatures-game-red-devils.html,Age: 10+,,25,2–6 Players,Time: ––,3.25 / 5
1117,html_files_games\_boardgame_13667_wargods-aegyptus.html,Age: 12+,,6,2 Players,Time: ––,3.20 / 5
1118,html_files_games\_boardgame_13676_perfect-10.html,Age: 12+,,2,2–6 Players,30 Min,1.92 / 5
1119,html_files_games\_boardgame_1367_grand-national-derby.html,Age: 10+,,0,2–5 Players,30 Min,1.60 / 5
1120,html_files_games\_boardgame_136888_bruges.html,Age: 10+,Rank: Overall 215 Strategy 149,340,2–4 Players,60 Min,2.75 / 5
1121,html_files_games\_boardgame_136890_hold-line-fredericks-war.html,Age: 10+,"Rank: Overall 5,396 War 709",20,1–2 Players,60 Min,1.87 / 5
1122,html_files_games\_boardgame_136955_hands-sea.html,Age: 14+,"Rank: Overall 1,689 War 91",120,2 Players,90–120 Min,2.88 / 5
1123,html_files_games\_boardgame_136991_loony-quest.html,Age: 8+,Rank: Overall 692 Family 148,64,2–5 Players,20–30 Min,1.22 / 5
1124,html_files_games\_boardgame_137031_ancient-terrible-things.html,Age: 14+,"Rank: Overall 1,534 Thematic 313 Strategy 805",150,2–4 Players,60 Min,2.01 / 5
1125,html_files_games\_boardgame_137095_witches-discworld-game.html,Age: 13+,"Rank: Overall 3,155 Family 927",80,1–4 Players,90 Min,1.65 / 5
1126,html_files_games\_boardgame_13709_clash-giants-ii.html,Age: 12+,"Rank: Overall 3,260 War 373",22,1–2 Players,300 Min,2.36 / 5
1127,html_files_games\_boardgame_1370_classic-dungeon.html,Age: 6+,"Rank: Overall 6,227 Family 1,389",39,1–6 Players,30 Min,1.44 / 5
1128,html_files_games\_boardgame_137140_wunderland.html,Age: 8+,"Rank: Overall 6,548",10,2–4 Players,40–60 Min,1.56 / 5
1129,html_files_games\_boardgame_137141_batman-miniature-game.html,Age: 12+,"Rank: Overall 5,334",46,2 Players,60 Min,3.75 / 5
1130,html_files_games\_boardgame_137154_auf-teufel-komm-raus.html,Age: 10+,"Rank: Overall 3,491",15,2–6 Players,40 Min,1.70 / 5
1131,html_files_games\_boardgame_137155_potato-man.html,Age: 10+,"Rank: Overall 2,480 Family 638",10,2–5 Players,40 Min,1.44 / 5
1132,html_files_games\_boardgame_137173_cairo-corridor.html,Age: 10+,,8,2 Players,20 Min,2.00 / 5
1133,html_files_games\_boardgame_1371_mustangs.html,Age: 12+,"Rank: Overall 4,914 War 920",14,2–4 Players,60–150 Min,2.30 / 5
1134,html_files_games\_boardgame_137237_bremerhaven.html,Age: 12+,"Rank: Overall 3,309 Strategy 1,243",18,1–4 Players,60–120 Min,3.14 / 5
1135,html_files_games\_boardgame_137238_time-n-space.html,Age: 10+,"Rank: Overall 3,841 Strategy 1,353",19,3–4 Players,30 Min,2.26 / 5
